Rank,DisplayName,Balance,Trades,ProductsTraded,DailyPnl,TotalPnl
619,Arseniy Karpyn,24859.5,5,MNQ,1491.0,-140.5
620,Trader AK,24857.35,10,"MNQ, MET",-1739.5,-142.65
621,mohamed ,24855.5,12,MNQ,-570.5,-144.5
622,SW69420,24854.5,69,"SIL, MGC",-8790.0,-145.5
623,EMPEROR KLUIVERT,24852.5,7,MBT,0.0,-147.5
624,Lethabo,24847.5,12,"MGC, MNQ",0.0,-152.5
625,Abir Hussen ,24843.75,2,6E,0.0,-156.25
626,Garfield,24843.0,12,"MGC, ES",100.0,-157.0
627,XxSliceNDicexX,24838.0,2,MGC,-1296.0,-162.0
628,CK Trading,24832.5,24,"MGC, 6J",71.25,-167.5
629,Ted Collins,24830.0,16,MES,0.0,-170.0
630,TK,24828.5,22,"ES, MNQ",577.5,-171.5
631,mng,24828.0,36,"SIL, NG",-4028.0,-172.0
632,NABIL777,24824.0,16,MGC,2916.0,-176.0
633,Johnnylars,24815.5,23,"MHG, SIL",5860.0,-184.5
634,Varun,24812.5,2,ES,0.0,-187.5
635,LeviWhall,24800.0,1,CL,0.0,-200.0
636,DerDujma,24800.0,3,ES,875.0,-200.0
637,Mpho,24787.5,2,ES,0.0,-212.5
638,Ricardo Sifuentez,24784.59,5,"NIY, MNQ",-1329.79,-215.42
639,Mortred ,24784.0,6,"MGC, MES",1263.0,-216.0
640,BlackandBluesNYC,24783.5,25,"SIL, MNQ",8790.0,-216.5
641,tzuchen,24773.25,188,"SIL, MGC",-3140.0,-226.75
642,Mrjar,24764.5,21,"MNQ, MES",0.0,-235.5
643,Shabazz Bagman,24762.5,4,ES,0.0,-237.5
644,AkbarTheTrader,24760.0,32,"SIL, MGC",-1644.5,-240.0
645,Bolard,24760.0,83,"MYM, MGC",509.0,-240.0
646,stratma1079,24759.25,14,"MES, MNG",0.0,-240.75
647,WillMora,24741.0,7,"MBT, MGC",-314.0,-259.0
648,Paul E,24726.5,10,"CL, MGC",0.0,-273.5
649,ATILA TASSO,24723.13,46,"NIY, MNQ",530.0,-276.87
650,Roodawg,24715.0,4,MGC,0.0,-285.0
651,Maxtrader,24712.5,4,ES,-875.0,-287.5
652,RobertJAnsani,24710.7,14,"MGC, MBT",-1447.3,-289.3
653,GC,24683.25,13,"MES, ES",248.5,-316.75
654,HE,24677.5,19,MNQ,0.0,-322.5
655,Lucio Flores,24671.5,133,MNQ,127.5,-328.5
656,erik lopez germosen,24665.5,251,"MES, MNQ",478.75,-334.5
657,Sampadjudo,24662.5,1,ES,-875.0,-337.5
658,"Covfefe Capital, LP.",24661.2,58,"MNQ, MBT",-3960.0,-338.8
659,Brody C.,24653.15,34,"MGC, ES",0.0,-346.85
660,Harry Howard,24650.0,18,BZ,6580.0,-350.0
661,Arturo Aguirre,24645.0,1,YM,535.0,-355.0
662,Andi,24642.05,7,"MBT, MGC",403.75,-357.95
663,Kaky,24637.5,87,ES,-612.5,-362.5
664,Bee,24632.0,13,MNQ,0.0,-368.0
665,brrrrrrrr,24622.5,11,"PL, HG",0.0,-377.5
666,CarolinaBoys,24616.7,5,"MET, MGC",-235.35,-383.3
667,Grasshopper,24616.25,23,"MGC, MES",-351.75,-383.75
668,Sa,24614.0,29,"HG, MGC",-3240.0,-386.0
669,Prashant,24613.0,7,MGC,2592.0,-387.0
670,Nanu_Jaanu,24612.5,7,"MGC, MBT",8790.0,-387.5
671,biff,24605.0,6,MGC,0.0,-395.0
672,Mauro,24603.25,74,"MGC, MES",509.25,-396.75
673,Lalit001,24600.5,1,MBT,-688.5,-399.5
674,Patience Fuglo,24594.0,11,MNQ,243.5,-406.0
675,Jimian,24590.5,3,"MGC, MNQ",-248.5,-409.5
676,Moba,24575.0,2,ES,0.0,-425.0
677,yasurfer,24575.0,17,ES,0.0,-425.0
678,skim137,24575.0,6,"6A, HG",0.0,-425.0
679,Kudzai Machera,24562.2,18,"MBT, MET",192.0,-437.8
680,Elvina12,24549.0,7,"MGC, MHG",-276.0,-451.0
681,DavidMadrid,24538.0,5,"YM, MYM",-535.0,-462.0
682,Jonah ,24537.5,12,ES,-825.0,-462.5
683,simba,24537.5,8,ES,0.0,-462.5
684,Nolan hurtado,24516.25,17,"LE, MYM",-2889.5,-483.75
685,ADITYA PRATAP SINGH,24500.0,2,CL,0.0,-500.0
686,Michael Williamson III,24494.0,19,"MNQ, MGC",0.0,-506.0
687,Flyer_Jiang,24490.0,2,MGC,-1944.0,-510.0
688,Francisco Matilla,24482.5,11,"SIL, ES",-14650.0,-517.5
689,Derp,24471.0,8,"NQ, MNQ",0.0,-529.0
690,Husen Mutaqin Technical Analisis ,24470.0,3,MGC,-324.0,-530.0
691,Kailash,24466.61,32,"MGC, MNQ",0.0,-533.39
692,MartinMoteme,24458.0,6,MBT,-749.5,-542.0
693,Bobby,24453.5,16,"MNQ, MGC",-11720.0,-546.5
694,tdmtrader,24442.25,2,"MNQ, MES",-1577.25,-557.75
695,Sugandh ,24440.0,5,"NG, CL",-4740.0,-560.0
696,Heath ,24437.5,1,MES,-431.25,-562.5
697,Taoufiqua,24437.5,9,ES,875.0,-562.5
698,EDGARADEL,24402.0,3,"MYM, MNQ",-248.5,-598.0
699,elliottkb,24400.0,1,ES,-875.0,-600.0
700,scorpio,24395.0,2,"GF, LE",-14857.5,-605.0
701,Gounch88,24387.5,11,ES,-875.0,-612.5
702,OldScoolPickleball,24370.0,6,MGC,-866.0,-630.0
703,Matthew Babich,24361.0,16,"MBT, MNQ",0.0,-639.0
704,HandleHunter,24360.56,303,"MNQ, MGC",-1739.5,-639.44
705,GeraldS,24360.5,11,"MES, MYM",-262.5,-639.5
706,PSaR,24357.5,1,MNQ,-248.5,-642.5
707,Chhatrapal verma,24349.5,5,"MBT, CL",-3950.0,-650.5
708,Kemzee06,24345.5,81,"MNQ, CL",160.5,-654.5
709,Adrien Dao,24343.0,20,"MBT, ES",0.0,-657.0
710,Trey Mack,24337.5,4,ES,0.0,-662.5
711,Rajvir mishra,24325.0,12,6E,0.0,-675.0
712,chicobass,24320.0,15,"NG, 6B",125.0,-680.0
713,SEVILLA,24304.5,54,"MNQ, CL",-4277.0,-695.5
714,Md Imran Ali,24297.5,7,MNQ,0.0,-702.5
715,Kaptin,24294.25,28,"MGC, MES",-139.5,-705.75
716,Hame ,24288.0,17,"HG, MGC",-3240.0,-712.0
717,Marco Mutti,24282.5,3,MES,-776.25,-717.5
718,ching,24277.32,137,"MHG, NG",-57.51,-722.68
719,Mr.JT,24263.75,274,"SIL, MHG",-470.0,-736.25
720,Mike Robinson,24260.0,7,"ZC, PL",-4717.5,-740.0
721,winner,24258.0,1,MGC,2916.0,-742.0
722,ewen,24256.25,17,"6E, NG",325.0,-743.75
723,Mr_B,24250.0,46,ES,-875.0,-750.0
724,AvinTrdBug,24249.75,6,"MBT, TN",-2495.25,-750.25
725,Ansh,24245.37,52,"NG, SIL",5860.0,-754.63
726,steveerdman,24240.0,38,"MNQ, CL",0.0,-760.0
727,WXL,24239.0,12,"MGC, CL",7110.0,-761.0
728,Lazlo,24237.5,2,ES,0.0,-762.5
729,EUR,24225.0,20,6E,781.25,-775.0
730,Simakov,24212.5,1,ES,-875.0,-787.5
731,Renauld,24201.25,3,"MES, ES",-875.0,-798.75
732,GB,24185.0,23,"ES, SIL",-2930.0,-815.0
733,kac258,24179.0,12,MGC,0.0,-821.0
734,TraderThomasServo,24160.0,129,"SIL, MGC",-10516.5,-840.0
735,Don8888,24158.5,67,"MNQ, CL",-724.5,-841.5
736,alok,24125.0,1,6E,-962.5,-875.0
737,jae,24104.55,13,"6J, MET",76.5,-895.45
738,Trader01,24103.0,28,"ES, MNQ",-1573.0,-897.0
739,RHTrading,24101.78,29,"MNQ, MGC",0.0,-898.22
740,HOMER,24100.0,26,CL,-1680.0,-900.0
741,DylanBeddington,24096.5,3,"MNQ, MBT",-98.5,-903.5
742,traderwow,24079.5,158,"MES, MNQ",-1236.0,-920.5
743,rrahimim,24064.8,21,"NG, MGC",-11720.0,-935.2
744,Oliver Spiby,24055.0,15,"NG, SIL",-11720.0,-945.0
745,Corey,24052.5,40,MNQ,678.0,-947.5
746,Alexious,24046.0,20,"MNQ, MGC",375.0,-954.0
747,LucidTrader,24042.25,20,"MNQ, MES",-1148.75,-957.75
748,rvert,24026.25,6,"MES, CL",603.5,-973.75
749,CJ Cord,24020.5,2,"MYM, YM",-641.0,-979.5
750,Shwetha,24014.5,8,"ALI, MHG",-182.25,-985.5
751,PriceProphet,24012.5,11,"MNQ, MGC",648.0,-987.5
752,b1y,24007.9,16,"M2K, MNQ",-1770.0,-992.1
753,Shekhar ,24005.5,38,"MNQ, MES",0.0,-994.5
754,GreyhoundTrader,23987.5,24,ES,-737.5,-1012.5
755,Dellmar,23980.0,1,CL,-1580.0,-1020.0
756,TraderJay,23975.0,8,SIL,0.0,-1025.0
757,Mohammad,23968.75,4,6E,0.0,-1031.25
758,BDToro,23959.0,14,"MES, ES",0.0,-1041.0
759,Tradingfox,23940.0,3,MGC,-1060.0,-1060.0
760,Juliann Cicco,23929.5,23,MNQ,-1242.5,-1070.5
761,Jesus-is-returning,23927.43,86,"ES, SIL",-2193.75,-1072.57
762,NateW,23918.0,14,"ES, MBT",-875.0,-1082.0
763,Hiyellow09,23902.5,14,"E7, ZS",250.0,-1097.5
764,Fun Bobby,23900.0,1,ES,-875.0,-1100.0
765,BATMAN,23894.5,57,"MGC, MNQ",0.0,-1105.5
766,Vishnu G,23887.5,24,"RTY, ES",0.0,-1112.5
767,Camilo_Investment,23883.0,4,MGC,0.0,-1117.0
768,JimLNg,23869.5,6,"MNQ, SIL",8790.0,-1130.5
769,Abdulaziz,23866.5,15,MNQ,0.0,-1133.5
770,Priknampra,23852.0,28,"MGC, GC",0.0,-1148.0
771,daytrade98,23820.25,11,"SIL, MNG",-5955.25,-1179.75
772,Amos chikaeze,23806.25,4,6B,0.0,-1193.75
773,R. CHALLMAN,23787.7,47,"SIL, MES",0.0,-1212.3
774,TradeTRickster,23777.5,3,"MES, ES",-875.0,-1222.5
775,NihilSineDeoJesusSpirituSanti,23775.0,1,ES,-875.0,-1225.0
776,Shauninvests,23762.5,87,ES,0.0,-1237.5
777,JesseGo,23762.5,3,"MBT, MGC",1926.0,-1237.5
778,Pinaki,23760.0,3,"MGC, GC",-3240.0,-1240.0
779,MRT,23737.5,4,ES,0.0,-1262.5
780,Sabo,23727.43,22,"MGC, RB",-3870.49,-1272.57
781,INK_Templar8484,23721.0,4,"MNQ, MGC",-420.0,-1279.0
782,Melvin,23711.5,399,"SIL, MGC",-8790.0,-1288.5
783,Rakesh,23675.5,7,"MNQ, MGC",-324.0,-1324.5
784,It's Dawn,23665.25,58,"MGC, SIL",0.0,-1334.75
785,DeanJ,23664.0,22,"SIL, CL",-986.0,-1336.0
786,SamuelSWallace21,23654.75,46,"SIL, CL",270.0,-1345.25
787,Update,23625.0,5,ES,875.0,-1375.0
788,JoeyG,23623.3,27,"MBT, NG",-1900.0,-1376.7
789,BestTrade,23617.5,15,"MGC, MNQ",2592.0,-1382.5
790,Ray Dalio,23614.7,8,"1OZ, MGC",-794.25,-1385.3
791,Diab Soule,23613.95,87,"SIL, MBT",-345.15,-1386.05
792,FT-Steve,23597.0,40,"MNQ, HG",707.0,-1403.0
793,RemPet,23586.5,39,"MNQ, SIL",-828.5,-1413.5
794,Silver,23580.0,4,MGC,-4129.0,-1420.0
795,DL Vehlow,23557.5,12,"MYM, MES",-2472.5,-1442.5
796,Saahil Dey (Vishal),23556.0,9,"MGC, SIL",-1620.0,-1444.0
797,Suraj,23528.0,53,"CL, MGC",0.0,-1472.0
798,Dahippie,23512.0,12,MGC,0.0,-1488.0
799,Mr.X,23502.0,10,"MGC, SIL",-1790.0,-1498.0
800,Amritfx,23490.0,5,CL,1580.0,-1510.0
801,C. Scott Kelly,23483.4,6,"RB, 6M",560.0,-1516.6
802,twitter_FNB_options,23475.0,1,ES,875.0,-1525.0
803,docnose,23452.23,3,"MNI, NIY",-2218.31,-1547.77
804,Noshairwan,23440.5,10,"MNQ, YM",-1547.54,-1559.5
805,Kaizen Trades,23412.0,16,"SIL, MGC",2770.0,-1588.0
806,John c lanaro,23385.7,36,"MGC, MHG",-387.75,-1614.3
807,Greed,23382.0,12,"SIL, MGC",-6508.0,-1618.0
808,Alexander,23382.0,57,"SIL, NG",-2297.0,-1618.0
809,amu,23370.0,1,CL,800.0,-1630.0
810,iysher,23360.0,2,SIL,-8790.0,-1640.0
811,Jamrock Trading,23327.0,4,MNQ,-1491.0,-1673.0
812,San,23291.5,45,"SIL, MNQ",-8790.0,-1708.5
813,John Vale,23284.0,3,MNQ,-1491.0,-1716.0
814,0xCYBORG,23276.0,9,MGC,-2916.0,-1724.0
815,Mato ,23270.6,64,"PA, HO",-3192.5,-1729.4
816,Pupette,23262.5,129,"MES, ES",-276.25,-1737.5
817,Bilal Rmaili,23250.0,29,"MGC, MNQ",1242.5,-1750.0
818,JTRADES7,23226.0,1,MNQ,-994.0,-1774.0
819,Marcos Comba,23222.0,139,"MGC, SIL",-711.5,-1778.0
820,The Cliffton Santiago,23219.0,1,MBT,-765.0,-1781.0
821,sss,23204.75,68,"SIL, MNQ",-753.25,-1795.25
822,Enrique Montiel,23183.5,13,MNQ,-1739.5,-1816.5
823,Magneticdude23,23180.77,67,"MNQ, MES",-894.13,-1819.23
824,evandersen,23180.0,4,"6E, M6A",-858.0,-1820.0
825,Gulshana Bano,23118.0,21,"MGC, GC",-8790.0,-1882.0
826,RKh,23072.5,4,"6E, MGC",-2137.0,-1927.5
827,vedansh,23070.0,22,"MCL, NG",2820.0,-1930.0
828,Senescu11,23066.5,17,MNQ,-197.5,-1933.5
829,MAGNVS,23024.88,22,"HG, MNQ",0.0,-1975.12
830,Drumar,23016.0,7,"MNQ, MGC",0.0,-1984.0
831,Saudin,23004.5,22,MNQ,-1739.5,-1995.5
832,Winner55555,23004.25,27,"MES, MNQ",1491.0,-1995.75
833,OGwizard,23003.0,16,"MGC, MNQ",0.0,-1997.0
834,PK,22964.0,112,"SIL, MNQ",79.0,-2036.0
835,Yash Soni,22961.5,7,"MGC, 6E",-3647.5,-2038.5
836,gold to the moon,22937.75,22,"MGC, ZL",-2268.0,-2062.25
837,Tina,22927.25,28,"ES, MES",-1925.5,-2072.75
838,Massy69,22843.75,12,"SIL, 6E",3211.75,-2156.25
839,KRiSh,22843.75,4,"6E, 6J",-1000.0,-2156.25
840,AverriWealth,22800.0,2,PA,0.0,-2200.0
841,BobC,22797.5,17,"SIL, MNQ",0.0,-2202.5
842,Z4ch,22797.5,8,"PL, NG",0.0,-2202.5
843,DDDWWW,22777.0,8,"GF, MGC",0.0,-2223.0
844,P_Tay,22757.09,135,"GF, SIL",16451.09,-2242.91
845,Momentum Fortuna,22756.5,24,"MNQ, MGC",-1815.0,-2243.5
846,Art88,22751.0,15,"SIL, ZS",-7370.0,-2249.0
847,Hambone,22728.2,16,"NG, SIL",-1507.0,-2271.8
848,Isaac,22718.5,1,MNQ,-1242.5,-2281.5
849,Vinayak Raju Shinde,22699.5,47,"SIL, MGC",-3240.0,-2300.5
850,Stephanie,22694.89,84,"MCL, MES",-878.75,-2305.11
851,HayWhy,22681.5,13,"MNQ, 6E",-1242.5,-2318.5
852,Arthur Dumisani Mqwa,22676.5,26,"MBT, 6B",-468.75,-2323.5
853,Vijayshri,22670.5,5,"SIL, MNQ",8790.0,-2329.5
854,Chip,22650.0,1,CL,-3160.0,-2350.0
855,ILJ,22611.5,3,"SIL, NG",4044.5,-2388.5
856,Ajay,22571.8,9,"MNQ, MNI",-1370.54,-2428.2
857,DGarrett091,22570.0,2,CL,0.0,-2430.0
858,jiuorio,22567.25,26,"MBT, MES",0.0,-2432.75
859,MedbiC,22559.5,24,"MGC, MNQ",-2916.0,-2440.5
860,Kingtrader,22546.5,3,"SIL, MNQ",-1491.0,-2453.5
861,JK,22540.25,10,"MBT, PL",-1054.25,-2459.75
862,VINCEfx,22535.0,32,MGC,-3240.0,-2465.0
863,Nyoko5,22506.6,8,"ES, MES",-1491.53,-2493.4
864,SNERGY,22441.0,58,"SIL, MGC",0.0,-2559.0
865,LIONKING1,22374.0,1,MNQ,-1491.0,-2626.0
866,Ken Newsome,22361.15,20,"MNQ, MYM",-1739.5,-2638.85
867,KHR4621,22358.5,1,MNQ,-1491.0,-2641.5
868,Homayoun Shahnazari,22351.5,6,"MGC, 6E",-2415.0,-2648.5
869,Jacovaci,22339.22,106,"NG, SI",-9420.0,-2660.78
870,Tesh,22326.5,1,MBT,765.0,-2673.5
871,Jamie,22317.5,11,"MGC, MYM",-2916.0,-2682.5
872,AV,22300.5,22,"SIL, 1OZ",-2930.0,-2699.5
873,glaks,22257.5,13,"SIL, MGC",-2930.0,-2742.5
874,Yeshua Be with Me,22250.0,47,ES,875.0,-2750.0
875,Robert Vasiu,22250.0,1,SIL,2930.0,-2750.0
876,Alex,22247.4,2,"RB, NG",-2349.0,-2752.6
877,magnea,22228.0,2,"MNQ, M2K",1148.0,-2772.0
878,Gawdzlla,22210.0,28,CL,0.0,-2790.0
879,FMGJFISH,22138.0,14,"MGC, NG",0.0,-2862.0
880,K.Jasir,22126.0,7,"CL, MNG",2090.0,-2874.0
881,Tina K,22121.0,16,"NG, MNG",-10047.5,-2879.0
882,Yenno_2002,22063.75,20,"MGC, CL",-4740.0,-2936.25
883,Feather Lili,22050.75,5,"6E, MGC",-1946.0,-2949.25
884,Smitty Boy,21958.5,24,"SIL, MNQ",0.0,-3041.5
885,Namwendwa,21924.99,10,"6J, NIY",0.0,-3075.01
886,Ghost,21920.25,29,"MGC, MHG",0.0,-3079.75
887,Jose01,21920.0,9,CL,480.0,-3080.0
888,Bobkat7603,21920.0,13,"MES, MNQ",776.25,-3080.0
889,Leopoldo,21867.0,5,MGC,2916.0,-3133.0
890,Bigman,21773.5,1,MNQ,-1242.5,-3226.5
891,Gexpulse,21756.0,105,"MNQ, SIL",-3756.0,-3244.0
892,JRG6362,21740.0,241,"MES, ES",621.25,-3260.0
893,Arnold,21687.0,2,"HG, MNQ",-2336.0,-3313.0
894,fhov,21665.83,34,"MGC, SIL",-4328.0,-3334.17
895,FBGM,21660.0,1,SIL,2930.0,-3340.0
896,Jayesh,21659.14,27,"MNG, MES",-6507.99,-3340.86
897,Stephen,21635.0,12,"SIL, MGC",-994.0,-3365.0
898,Abhay Rathore,21620.2,6,"BFF, MGC",4813.1,-3379.8
899,bvol,21596.26,11,"CL, MGC",-2202.75,-3403.74
900,GambeR,21550.0,6,ES,0.0,-3450.0
901,RochRonaldo,21532.0,79,"CL, NG",-650.0,-3468.0
902,AmirV,21529.0,343,"SIL, MGC",-8125.0,-3471.0
903,Smithy1972,21477.0,154,"MGC, GC",0.0,-3523.0
904,Ali 2.0,21444.0,2,MGC,-2916.0,-3556.0
905,José Luis Herrera,21416.96,55,"MNG, E7",-2425.0,-3583.04
906,Raffin,21368.0,4,"MCL, PL",-1134.5,-3632.0
907,Paul H,21356.0,34,"CL, MGC",0.0,-3644.0
908,Rui EXE,21350.2,1,RB,-3549.0,-3649.8
909,beat the beast,21350.0,6,"MCL, CL",-3776.0,-3650.0
910,Joe,21280.0,1,CL,-4740.0,-3720.0
911,Marcelo,21268.5,10,"ES, PA",1423.5,-3731.5
912,Dan_C,21253.75,40,MES,140.0,-3746.25
913,Ketaan R,21235.0,46,SIL,-8790.0,-3765.0
914,Marlon Mcknight,21225.0,2,ES,0.0,-3775.0
915,Theodore McIntosh,21183.5,2,MBT,688.5,-3816.5
916,Tickersymbol,21170.0,5,"CL, SIL",8790.0,-3830.0
917,Shash_07,21151.0,3,"MGC, SIL",-1978.0,-3849.0
918,odymx,21123.19,124,"MGC, 1OZ",-6455.0,-3876.81
919,kennybenny,21105.0,2,SIL,0.0,-3895.0
920,Hatb7274,21102.5,6,"HG, 6E",-3990.0,-3897.5
921,Harley2007,21087.5,44,"MGC, PL",0.0,-3912.5
922,RichPortTrader,21062.0,121,"MGC, MNQ",-2592.0,-3938.0
923,BenzP,21007.0,6,"ZL, ZC",1526.0,-3993.0
924,Ashton,20982.5,1,MBT,765.0,-4017.5
925,mb_vaLight,20976.5,227,"MGC, MYM",-511.5,-4023.5
926,Rjday1,20950.25,49,"SIL, YM",0.0,-4049.75
927,Angelita,20950.0,31,"SIL, MNQ",0.0,-4050.0
928,vermasumit388,20940.0,9,"NG, YM",-5860.0,-4060.0
929,Lyudmil Valkov,20930.0,1,BZ,-2820.0,-4070.0
930,CHRISTISKING,20898.25,192,"SIL, MNQ",-1491.0,-4101.75
931,Runtao,20894.0,9,"MYM, MNQ",-250.0,-4106.0
932,Atw,20879.0,2,MGC,2916.0,-4121.0
933,TW nicky,20840.5,5,"HG, SIL",5798.0,-4159.5
934,Mohie,20839.0,1,MBT,765.0,-4161.0
935,Always Sticks Rollo Dicks,20823.5,7,"NG, 6B",161.0,-4176.5
936,Buckeyes,20816.0,207,"MGC, SIL",-4675.0,-4184.0
937,Saurabh Das,20815.0,13,SIL,17580.0,-4185.0
938,H1MM4T,20806.39,66,"ES, RTY",-4093.61,-4193.61
939,David Morgado,20775.25,16,"MNQ, MES",0.0,-4224.75
940,Runatrader,20745.0,3,"PA, SIL",2930.0,-4255.0
941,TraderJohnny,20722.5,4,"ES, NG",-470.0,-4277.5
942,Gustavo Guerrero,20714.0,1,MGC,2592.0,-4286.0
943,makoto,20665.0,2,MGC,-2916.0,-4335.0
944,Michaeltp25,20583.0,6,"MHG, M2K",8790.0,-4417.0
945,markuss,20577.5,10,"MNQ, MGC",2592.0,-4422.5
946,Trinabh Mandal,20574.9,33,"NG, HG",-262.0,-4425.1
947,AMRIT GURUNG,20570.0,4,MNQ,-2490.0,-4430.0
948,Dilip,20554.0,5,MGC,0.0,-4446.0
949,UA,20525.0,20,SIL,11720.0,-4475.0
950,Baptval,20523.41,53,"SIL, NG",-8790.0,-4476.59
951,akshay,20490.5,23,"MGC, CL",-975.0,-4509.5
952,sh123,20477.0,13,"MGC, SIL",-9438.0,-4523.0
953,Lucaspstrader,20436.0,5,MGC,2916.0,-4564.0
954,JInka,20345.19,11,"6E, SR3",-1467.25,-4654.81
955,DINO,20330.0,87,"SIL, NG",-1705.0,-4670.0
956,RellNC,20285.75,200,"MNQ, 6E",503.75,-4714.25
957,Abyan Shah,20275.25,68,"SIL, MGC",0.0,-4724.75
958,fishmon,20216.0,109,"YM, CL",-489.0,-4784.0
959,Pushaw Trader,20204.25,4,"CL, MBT",-1116.13,-4795.75
960,Mike,20140.0,1,SIL,5860.0,-4860.0
961,AMGC6.3,20118.0,127,"SIL, MGC",3175.0,-4882.0
962,Sandy_A,20117.05,17,"MGC, PL",-3302.8,-4882.95
963,thetaxracer,20081.5,687,"SIL, MGC",-4934.0,-4918.5
964,freefall,20054.65,6,"CL, SIL",3372.25,-4945.35
965,SurfKona,20022.0,13,"MGC, 6C",-3240.0,-4978.0
966,pchaus,20000.0,5,"ZW, NG",-1460.0,-5000.0
967,Abhishek Dhaka,19905.2,25,"NG, SIL",2930.0,-5094.8
968,s7penguin,19857.25,6,"1OZ, ES",3215.75,-5142.75
969,mommabuLL,19840.0,23,"SIL, CL",8790.0,-5160.0
970,Stone Pyne,19800.8,20,"M2K, MET",6179.0,-5199.2
971,petarkucio,19700.0,1,SIL,5860.0,-5300.0
972,swati,19687.5,7,"SIL, ES",8790.0,-5312.5
973,Be:hira,19588.0,57,"SIL, MGC",-14650.0,-5412.0
974,TradeHawk,19570.75,9,"MES, ZC",526.5,-5429.25
975,Trick or Trade,19510.0,41,"MES, MGC",-11720.0,-5490.0
976,FantaV,19494.5,11,"SIL, MBT",-2750.0,-5505.5
977,bilaldz,19479.0,6,MGC,-2916.0,-5521.0
978,bearman305,19352.5,82,"SIL, NG",-8380.0,-5647.5
979,Nathanael,19320.0,13,"PL, ES",-2355.0,-5680.0
980,DexCrypto,19297.0,4,MGC,-2268.0,-5703.0
981,DLY,19190.0,4,SIL,-5860.0,-5810.0
982,FunkyDopeAB,19160.0,4,"ES, SIL",8790.0,-5840.0
983,huelabicho 0369,19107.5,128,"ES, SIL",-1005.0,-5892.5
984,Roy Shaa,19067.5,107,"SIL, MGC",-8790.0,-5932.5
985,Traderjoe1,19050.0,15,"GF, CL",431.25,-5950.0
986,D1,19025.0,4,SIL,0.0,-5975.0
987,C09P22,19010.0,130,"SIL, SI",-8790.0,-5990.0
988,Vishu369mishra,18986.5,46,"MHG, MBT",8790.0,-6013.5
989,philxdaegu,18965.0,9,"MHG, PL",1606.25,-6035.0
990,Go Long Dude,18910.0,2,PL,-4710.0,-6090.0
991,ittonycash,18872.5,6,"M2K, RTY",-270.0,-6127.5
992,himanshu mishra,18865.5,187,"MGC, MBT",0.0,-6134.5
993,ThaDa,18817.88,14,"MNQ, SIL",8790.0,-6182.12
994,Kabyle06,18804.0,9,"MNQ, 6E",-4379.0,-6196.0
995,Lossman,18770.0,6,"PL, NG",0.0,-6230.0
996,Bnv,18757.63,93,"SIL, MGC",-6592.0,-6242.37
997,feez 300,18754.5,65,"MNQ, MGC",0.0,-6245.5
998,Jon Sinn,18727.75,35,"MNQ, MES",-118.75,-6272.25
999,Tryf104,18688.5,13,"SIL, ES",2930.0,-6311.5
1000,Silicon Farmboy,18635.95,11,"MHG, NG",-382.5,-6364.05
1001,vishw045,18448.25,18,"GF, LE",-987.5,-6551.75
1002,pjm860,18360.0,13,"MBT, MES",-994.0,-6640.0
1003,cdc285,18347.5,33,"MHG, HG",7530.0,-6652.5
1004,Oliver Alessandro Cervoni,18237.5,5,"CL, MES",-3599.25,-6762.5
1005,rene234,18186.0,2,"RTY, M2K",-243.0,-6814.0
1006,Jason716,18162.93,313,"MNQ, MGC",-1242.5,-6837.07
1007,Scott York,18121.0,23,"SIL, MGC",-8541.5,-6879.0
1008,UB ECHO,17938.29,259,"SIL, SI",-11720.0,-7061.71
1009,trade,17910.75,52,"SIL, 1OZ",8790.0,-7089.25
1010,Leverage,17910.67,4,"NIY, NG",-1167.54,-7089.33
1011,GirthyMink,17894.0,35,"SIL, MGC",14185.0,-7106.0
1012,I WIN,17724.25,148,"SIL, MGC",-2207.5,-7275.75
1013,E-TRAIN,17439.0,43,"SIL, MNQ",0.0,-7561.0
1014,Spartan,17414.0,42,"SIL, MGC",0.0,-7586.0
1015,Choi Daniel,17408.75,14,"MHG, HG",-4175.0,-7591.25
1016,bawben90,17375.0,3,"ALI, ZQ",-3225.0,-7625.0
1017,Jake,17361.0,42,"MBT, MES",-7250.0,-7639.0
1018,Matthias,17319.5,10,"SIL, MNQ",8790.0,-7680.5
1019,Wakalukong,17310.0,4,"MGC, SIL",6508.0,-7690.0
1020,Annaya,17220.0,27,"MGC, SIL",7292.5,-7780.0
1021,hotrod23,17125.5,147,"MNQ, SIL",8790.0,-7874.5
1022,CKoeppl20,17110.0,10,NG,-5040.0,-7890.0
1023,Grouse,17085.0,1,SIL,2930.0,-7915.0
1024,LilMgee,16959.5,14,"MGC, CL",0.0,-8040.5
1025,Sicard,16935.5,21,"ZC, GF",1174.5,-8064.5
1026,Team Eire,16760.0,1,NG,-5040.0,-8240.0
1027,Frobert,16717.5,3,"1OZ, HG",-4238.5,-8282.5
1028,Ocean6,16645.0,5,SIL,5860.0,-8355.0
1029,kafilnov25,16641.0,37,"CL, SIL",-8820.0,-8359.0
1030,Agent47,16611.0,9,"NG, PL",-5860.0,-8389.0
1031,Yael,16610.0,361,"MNQ, SIL",-31.75,-8390.0
1032,ceft,16605.0,2,PL,-4710.0,-8395.0
1033,Joe ceballos,16601.0,14,"SIL, MGC",0.0,-8399.0
1034,JNG10,16600.0,1,NG,-6300.0,-8400.0
